dateTime,authorName,Message
21/1/2025 14:18,Megane Kun,ตั้งทำไม ไม่ใช่มันแล่นไปแล้วหรอ
21/1/2025 14:18,Dust Mill,ก็เขาแฟนกันนน
21/1/2025 14:18,เน้ด จากสมาคมคนรักน้องหวาน,กร๊าก
21/1/2025 14:18,วิริทธิ์พล เอื้อศุภคุณาพร,ลุงลืมไรปะ
21/1/2025 14:18,NonNaNat,ป๊อปคอนนั่งจกรอแล้วฮะ
21/1/2025 14:18,Lin Lin,ครึ่งแรก ไม่มี the herta กับ rappa ยากเอาเรื่องเลย = =
21/1/2025 14:18,Man ser,เรือนี้เขาแล่นไปไกลแล้วลุงตามมา
21/1/2025 14:18,l3lack,มีคน ลืมแน่ๆ
21/1/2025 14:18,Neo DarkSaber,"@Huohuo, no1 fc มันบนได้นะ อาศัยปาดลูกด้วงเอา"
21/1/2025 14:18,OhShin,Welcome New Member!
21/1/2025 14:18,l3lack,ดูเหมือนจะไม่รู้ตัวจริงๅ
21/1/2025 14:18,zatokung,ง่ายเลยลูกมันระเบิดหมด
21/1/2025 14:18,saintmikael X,ชิวจัดเลย ทีมขาย
21/1/2025 14:18,Janeiro,รอดู ความบันเทิง 🍿🍿🍿
21/1/2025 14:18,Mahiro,ลุงtopaz
21/1/2025 14:18,MisterGe,55555
21/1/2025 14:19,[HSR] Yokai,ห้องล่างเล่น Archeron ได้อยู่นะเพราะรอบที่แล้วอวยจัด
21/1/2025 14:19,[Wang Shao],เกิดมากำจัดแมลง55555
21/1/2025 14:19,Yai,อวยจริง55555
21/1/2025 14:19,Arikato kosaimus,เกิดมาเพื่อทำลายสิ่งที่เหมยสร้างไว้555
21/1/2025 14:19,Nuttapoom Vongthaiwan,ทําลายล้างแบบจริงจังและจริงใจ >_<
21/1/2025 14:19,Itsuki'san,ลุงลองกดที่ตัวละครแอ็กชั่นหน่อยครับ:face-blue-smiling:
21/1/2025 14:19,saintmikael X,บัฟแดเมชอีก 60 เปอ
21/1/2025 14:19,Celestz,ใจเยน นี่ห้อง 3
21/1/2025 14:19,Kanashi_Rose,จุ๊กันไว้ดีกว่าแชท5555
21/1/2025 14:19,NonNaNat,ห้องล่างฮัวฮัวฟาดทีละ2แสนครับ เล่นทีมดอท
21/1/2025 14:19,Toujours Blackrose,อย่างอวยเลย 5555
21/1/2025 14:19,Jao_Hriend,วัท ดาเมจอะไรเนี่ย
21/1/2025 14:19,Yai,1855จบ1เฟส5555
21/1/2025 14:19,Venzellist,ห้อง 3 
21/1/2025 14:19,NATO​ WORD​,การบ้านเยอะมาก ถือว่ากลับมาไวมากครับพี่
21/1/2025 14:19,Hzz Wk,ขอทีม the herta + 3 ตัว สำหรับสายประหยัดหน่อยครับ
21/1/2025 14:19,Janeiro,ห้องครึ่งหลัง รอดูความบันเทิงได้เลยแชท🍿🍿🍿🍿
21/1/2025 14:19,Naji,รวนเหมยสร้างแมลงเฮอต้ากำจัดแมลงค่ะ เหมาะสม
21/1/2025 14:19,Venzellist,นัทสึชิขายเม้าส์
21/1/2025 14:20,Venzellist,5555
21/1/2025 14:20,Win,อวยแบบน่าเกลียดเลยรอบนี้
21/1/2025 14:20,Natsushi629 Ch.,55555
21/1/2025 14:20,saintmikael X,อ่อห้องสามเอง รอห้องสี่
21/1/2025 14:20,PrinceZ,555555
21/1/2025 14:20,Hara,55555
21/1/2025 14:20,2ect,pwc
21/1/2025 14:20,Neo DarkSaber,pure fiction hardcore
21/1/2025 14:20,Boat Kozeki♦️,:face-fuchsia-tongue-out:
21/1/2025 14:20,Pai Kitt,Apocalyptics Fiction
21/1/2025 14:20,tarminz,แอดครับ อยากสอบถาม stat ที่ The Herta ต้องการขั้นต่ำครับแอด 
21/1/2025 14:20,NATO​ WORD​,1500+ ก็พอละ55555
21/1/2025 14:20,LeOOZ l_l,ห้อง3 ห้อง4บอสหนากว่านี้
21/1/2025 14:20,Toujours Blackrose,รอห้องสี่ 555
21/1/2025 14:20,Celestz,พี่โก้สั่งเมาส์ตัวไหนมา อยากซื้อใหม่มั่ง
21/1/2025 14:20,วิริทธิ์พล เอื้อศุภคุณาพร,ลุงลืมไรปะลุง
21/1/2025 14:20,SalmonSuShi,ดับเบิลเฮอต้าหมุนมันเลยห้องนี้
21/1/2025 14:20,Icefrost1,ห้อง 4 เดี๋ยวลุงร้อง โล่อเวนไม่ได้ช่วย เอะอะติดควบคุม
21/1/2025 14:20,Toujours Blackrose,แต่ก็อวยอยู่ดีนะแหละ 555
21/1/2025 14:20,kurumi,อวยใส้แตก
21/1/2025 14:20,BombJR,บริษัทกำจัดแมลง
21/1/2025 14:20,Jao_Hriend,@Naji จริงค่ะ เหมาะสมสุดๆ
21/1/2025 14:20,Snow_Y2uLight,"อ่าว โหมดนี้ไม่ใช่ PF หรอลุง ""มีแต่ตัวขอตีหมู่มาหลายแพทช์ละ"""
21/1/2025 14:20,Megane Kun,แมลง4 หนังชีวิต เลือดจะเยอะไปไหบ
21/1/2025 14:21,MisterGe,Apoca pure shadow คับลุง 555
21/1/2025 14:21,เน้ด จากสมาคมคนรักน้องหวาน,ว้าวววว
21/1/2025 14:21,Shirohime,AS ที่มอนเรียงกัน 5 ตัวตลอด 
21/1/2025 14:21,Prozitive,มันหมดยุค ปัญญา = PF ตอนนี้เค้าอยากขายไรก็เปลี่ยนตามตัว
21/1/2025 14:21,Real F A C E,พี่จะสร้าง AS มาทำไมในเมื่อพี่จะทำให้ล่าสังหารเล่นยากเหมือนเดิมวะคับ55555
21/1/2025 14:21,Tusave โอกาเนะ,บอสอาไร เสกลูกน้องตลอดขนานนี้
21/1/2025 14:21,Moon,ความเร็วของเจตนี่ต้องประมาณเท่าไหร่หรอคับ ถ้าเล่นกับท่านเฮอต้า
21/1/2025 14:21,น้องก๊อต Got,อวยให้รู้ว่าอวยครับ55
21/1/2025 14:21,saintmikael X,อย่าเรียกว่าขาย นี่มันจับยัดเข้าปากกันเลย
21/1/2025 14:21,เน้ด จากสมาคมคนรักน้องหวาน,เป็นล้านเลยอ่อพรี่
21/1/2025 14:21,วิริทธิ์พล เอื้อศุภคุณาพร,Loc
21/1/2025 14:21,Pai Kitt,แมลงที่ Ruanmei สร้างมาเพื่อ Herta เรือยังไม่แล่นอีกหรอ
21/1/2025 14:21,Toujours Blackrose,ก็สมเป็นแพร่พันธุ์ 5555
21/1/2025 14:22,Kanashi_Rose,คอนเท้นต์มา
21/1/2025 14:22,MED JED,ขนาดบัฟยังตั้งใจเอามาขายเฮอต้า
21/1/2025 14:22,Janeiro,🍿🍿🍿🍿
21/1/2025 14:22,NonNaNat,โยมิก็ตบหมดเหมือนนะ
21/1/2025 14:22,Prozitive,แต่ห้องนี้นายพลยังชิว
21/1/2025 14:22,RanMeow,คิดมาแล้ว 555
21/1/2025 14:22,inwza inwza, ไม่ได้ใช้ ปัญญา คนละภาพนะครับ
21/1/2025 14:22,NATO​ WORD​,พรุงนี้ ZZZกี่โมงดีครับ
21/1/2025 14:22,Jirayu,1900
21/1/2025 14:22,นิว new,ลืมไรปะลุง
21/1/2025 14:22,Copter,ไม่แล่นครับ บินไปแล้ว
21/1/2025 14:22,Tusave โอกาเนะ,เรียกว่า คุ้มที่สุ่มเฮอร์ต้ามาแล้วเพทนี้ เล่นได้ทุกโหมด
21/1/2025 14:22,MILIM SOCUTE,โทปาสแปลกๆ
21/1/2025 14:22,14T,Topaz แปลกมะ
21/1/2025 14:22,Non ครับผม,Topaz แปลก
21/1/2025 14:22,l3lack,HP แปลกๆเนอะ🤣🤣
21/1/2025 14:22,Panuwat,โทปาสเลืดด 1900 5555
21/1/2025 14:22,N.N0TE,โทปาสแปกๆ
21/1/2025 14:22,TOP KํUN,เลือดโทปาสแปลกๆ
21/1/2025 14:22,Surtr,Topaz no lc
21/1/2025 14:22,Shiro,topazแปลกๆ
21/1/2025 14:22,iamBM,โทปาส กระดาษ ไปนะ
21/1/2025 14:22,Copter,กาวละ1
21/1/2025 14:22,GATE,ห้องบนไม่มีทานเฮอต้าโครตกระอักเลือดเลยลุง
21/1/2025 14:22,Snow_Y2uLight,"""ชัด"""
21/1/2025 14:22,Kanashi_Rose,5.55556E+12
21/1/2025 14:22,เน้ด จากสมาคมคนรักน้องหวาน,:_HHShocked:
21/1/2025 14:22,Man ser,555555
21/1/2025 14:22,Natsushi629 Ch.,ชื่อร้านคับ
21/1/2025 14:22,Tusave โอกาเนะ,แปลก
21/1/2025 14:22,Kds Vava,555555555
21/1/2025 14:22,Pai Kitt,topaz แก้ผ้า 55555555
21/1/2025 14:22,Mu ver,แปลกจริง 55555
21/1/2025 14:22,MELON,55555
21/1/2025 14:23,Misaki_Haruka,5.55556E+12
21/1/2025 14:23,Copter,ไหนบอกไม่กาว
21/1/2025 14:23,Tar,เลือดโทพาสแปลกๆปะลุง555
21/1/2025 14:23,MI KE,5555555
21/1/2025 14:23,Therese,แปลก
21/1/2025 14:23,Venzellist,555555555555555555
21/1/2025 14:23,Kirito Thas,55555
21/1/2025 14:23,Worachat Singtothong,ห้อง3เองไหวพี่
21/1/2025 14:23,NATO​ WORD​,เริ่มใหม่55555
21/1/2025 14:23,เน้ด จากสมาคมคนรักน้องหวาน,:_HHShocked: :_HHShocked: :_HHShocked:
21/1/2025 14:23,Natsushi629 Ch.,ชื่อร้าน Mouse Innovation
21/1/2025 14:23,saintmikael X,ห้องสามไหวชิวอยู่แล้ว
21/1/2025 14:23,Boss,ห้อง 3 เองลุง ไหว
21/1/2025 14:23,AbsoluteZero,แปลกแต่จริง
21/1/2025 14:23,BombJR,เปิดมาก็กาวละ
21/1/2025 14:23,TAWANAHt,ชัด
21/1/2025 14:23,น้องก๊อต Got,ใช่ครับ
21/1/2025 14:23,CAlVlP,นั่นไง
21/1/2025 14:23,Kanashi_Rose,แชทบอกลุงแล้วนะเรื่องนี้ แต่ลุงไม่เห็น
21/1/2025 14:23,Man ser,ปกตินะแชท ปกติของลุง
21/1/2025 14:23,Venzellist,เฟ่ยเซียวผมแก้ผ้าอยู่แล้ว
21/1/2025 14:23,Snow_Y2uLight,ก็ใช่
21/1/2025 14:23,Prozitive,ห้อง 3 ไม่ยาก
21/1/2025 14:23,bqexe,Welcome New Member!
21/1/2025 14:23,Ice Zaychik,ถ้าจะเเก้ต้องเล่นห้องบนใหม่ 555
21/1/2025 14:23,Arikato kosaimus,ไหนบอกไม่มีหลอนไงลุ้ง!!!
21/1/2025 14:23,NonNaNat,เปลี่ยนของ = สู้ใหม่
21/1/2025 14:23,MinG,ถึงว่าโดนดีดทีเดียวเสียวจะวูป
21/1/2025 14:23,saintmikael X,ไหนว่าไม่กาว
21/1/2025 14:23,Copter,ไหนลุงบอกไม่กาว
21/1/2025 14:23,kurumi,ชิลๆ
21/1/2025 14:23,Lugh- Sama,โดนทีครึ่งหลอด:_HHlol:
21/1/2025 14:23,Worachat Singtothong,หลิงชาฮีลสู้
21/1/2025 14:24,Porpasu Smakit,อุ้ยข้าวหมด
21/1/2025 14:24,Porpasu Smakit,มีอะไรแทนข้าวได้ไหมครับลุง
21/1/2025 14:24,tmrtime.,ได้รี?
21/1/2025 14:24,Shirohime,ดาเมจ robin ได้อยู่
21/1/2025 14:24,NATO​ WORD​,ได้เลยละ เเค่ดอกไม้เเตกก็เปิดธาตุให้เจาะละ
21/1/2025 14:25,เน้ด จากสมาคมคนรักน้องหวาน,เสวเกิน ตะกี้
21/1/2025 14:25,Yabai-san,topas ถอดของหรอ
21/1/2025 14:25,saintmikael X,ไม่แตกเฉย
21/1/2025 14:25,Tar,55555555
21/1/2025 14:25,Porpasu Smakit,1%นาน10เดือนอีกแล้ว
21/1/2025 14:25,เน้ด จากสมาคมคนรักน้องหวาน,:_HHlol: :_HHlol: :_HHlol:
21/1/2025 14:25,Nánįkø Chan,5555
21/1/2025 14:25,NongGimji,บัพรอบนี้ อวยมากกกก ตีแรงขึ้นเรือยๆ
21/1/2025 14:25,Porpasu Smakit,เดี๋ยวนะ โทปาสแก้ผ้า
21/1/2025 14:25,Twhale_12,1% ยัน ทัฟเนส
21/1/2025 14:25,LeOOZ l_l,1%หลอดเบรคก็มา
21/1/2025 14:25,Festriz,เพลงเอาเรื่อง
21/1/2025 14:25,kurumi,5555555
21/1/2025 14:25,Porpasu Smakit,โทปาสโป๊ ลุงเอาลงช่องได้ไง
21/1/2025 14:25,Red April,ห้องล่างโยมิ easy
21/1/2025 14:26,NATO​ WORD​,เอ้านึกว่าไลฟ์นานละ ยังไม่ถึง 30นาที พึ้งออกเวร 55555
21/1/2025 14:26,kurumi,ลุงก้ก
21/1/2025 14:26,Suriyapol Sasivimollit,รู้เรื่อง
21/1/2025 14:26,Porpasu Smakit,ลุงไม่ได้ใส่แผ่น
21/1/2025 14:26,Win,ฮั่นแหนะ
21/1/2025 14:26,Kangkeng,55555
21/1/2025 14:26,Arikato kosaimus,เสียดายเอาพัดปิด
21/1/2025 14:26,MisterGe,55555
21/1/2025 14:26,Venzellist,แหนะ
21/1/2025 14:26,bqexe,แหนะ
21/1/2025 14:26,AbsoluteZero,แหนะๆๆ
21/1/2025 14:26,Mu ver,ทำไมกันนนนนนนนน
21/1/2025 14:26,MaiMee,เซ็นเซอร์
21/1/2025 14:26,DL Jinniez,แหน่ะๆๆๆๆๆ
21/1/2025 14:26,Suriyapol Sasivimollit,ตะกี้เหมือนมัคนถามแว๊บ ๆ ว่าวันนี้กาวยัง นี่ไง 55
21/1/2025 14:26,Tusave โอกาเนะ,กันพวกคนแบบลุงไง
21/1/2025 14:26,Prozitive,นมเน้น ๆ
21/1/2025 14:26,Porpasu Smakit,ตรวจพบ
21/1/2025 14:26,Eastinn,ทำไมกันน
21/1/2025 14:26,DL Jinniez,มีคนหิวนม 555555
21/1/2025 14:26,N.N0TE,ค ว า ม ยิ่ ง ใ ห ญ่ ข อ ง เ ฟื่ อ ง ฟู
21/1/2025 14:27,Porpasu Smakit,"อิมโฮเทป กำลังสรรเสริญสิ่งที่ ""ยิ่งใหญ่"""
21/1/2025 14:27,Gorumo,นางอยู่ทำลายล้างๆ
21/1/2025 14:27,bqexe,ค ว า ม ยิ่งใหญ่ ของทำลายล้าง
21/1/2025 14:27,King Prawn,บอสที่ ยิ่ ง ใ ห ญ่
21/1/2025 14:27,panini,คุณนัชกาจอกอถ
21/1/2025 14:27,Tusave โอกาเนะ,อันติยัดไปก่อนได้นะ ถ้าเปิดจุดอ่อน จะได้ลดหลอดขาวบอสก่อน
21/1/2025 14:27,Porpasu Smakit,อิมโฮเทป
21/1/2025 14:28,Neo DarkSaber,:_HHGlue: :_HHGlue: :_HHGlue:
21/1/2025 14:28,Peedee200,:_HHGlue: :_HHGlue:
21/1/2025 14:28,白 Shiro,บาป
21/1/2025 14:28,panini,กาวว
21/1/2025 14:28,Tar,:face-blue-wide-eyes:
21/1/2025 14:28,เน้ด จากสมาคมคนรักน้องหวาน,อ้าวกาว
21/1/2025 14:28,TAWANAHt,กาว
21/1/2025 14:28,DL Jinniez,กาวววววววว
21/1/2025 14:28,Chanuth PPK,กาว
21/1/2025 14:28,เน้ด จากสมาคมคนรักน้องหวาน,:_HHGlue: :_HHGlue: :_HHGlue:
21/1/2025 14:28,saintmikael X,:_HHGlue: :_HHGlue: :_HHGlue:
21/1/2025 14:28,เทพเมฆาอัคคี,อุ้ย ลืมบ่อยนะครับเนี่ย
21/1/2025 14:28,Snow_Y2uLight,กาวอีก 1 กระป๋อง
21/1/2025 14:28,Porpasu Smakit,ลุงบอก ลุงต่อให้
21/1/2025 14:28,น้องก๊อต Got,:_HHGlue: :_HHGlue:
21/1/2025 14:28,bqexe,:_HHGlue: :_HHGlue: :_HHGlue: :_HHGlue: :_HHlol:
21/1/2025 14:28,aon,คอนเทน
21/1/2025 14:28,Bboat,ดอกดำไม่ต้องตีแล้วไปรีบเบรคบอสไม่ดีกว่าหรอคับลุง
21/1/2025 14:28,Hdhrh Evvs,:_HHGlue: :_HHGlue: :_HHGlue: :_HHGlue: :_HHGlue: :_HHGlue:
21/1/2025 14:28,KOSC,:_HHGlue: :_HHGlue:
21/1/2025 14:28,Porpasu Smakit,บิดเยอะ ต่อให้ก่อน
21/1/2025 14:28,เน้ด จากสมาคมคนรักน้องหวาน,:_HHGlue: :_HHGlue: :_HHGlue: :_HHGlue:
21/1/2025 14:28,Nánįkø Chan,ห้องสามเอง ชิวๆเนอะ
21/1/2025 14:28,Tusave โอกาเนะ,ไม่น่าใช่ไหม
21/1/2025 14:28,bqexe,ลุงต่อให้มอนเยอๆปนะ
21/1/2025 14:28,SunHnung,ลุงจะช่วยคนลง apos มั้ยงับ
21/1/2025 14:28,Thaitan,ฟังไม่ขึ้น ลุง
21/1/2025 14:28,Porpasu Smakit,ลุงเพิ่งกลับมาเล่น ต่อให้ก่อน หลังจากบิดไปเยอะ
21/1/2025 14:29,DL Jinniez,จ่ะ 5555555
21/1/2025 14:29,panini,กลัวมันง่ายเกิน
21/1/2025 14:29,A. NERO,เฉียบ
21/1/2025 14:29,AbsoluteZero,ไหล่ถลอกยัง
21/1/2025 14:29,Hungry_Rice,จ้ะ
21/1/2025 14:29,Tar,จ้าาาาา
21/1/2025 14:29,เน้ด จากสมาคมคนรักน้องหวาน,โม้ครับ ไม่เชื่อ
21/1/2025 14:29,Festriz,ครับพรี่ กุเชื่อดีมั้ย
21/1/2025 14:29,Mahiro,พัดไม่บัง
21/1/2025 14:29,NTK Nartaku,ครับเชื่อๆ
21/1/2025 14:29,NATO​ WORD​,ลิงมาก
21/1/2025 14:29,BombJR,ทำไมเห็นคนถลอก
21/1/2025 14:29,pandaInDy,ถลอกหมดแล้วลุง
21/1/2025 14:29,panini,ถลอกหมดล
21/1/2025 14:29,Porpasu Smakit,จริงครับลุง
21/1/2025 14:29,Lugh- Sama,ระดับลุงต้องถอดหมดทุกชิ้น
21/1/2025 14:29,Thaitan,สีข้างแดงหมดแล้ว
21/1/2025 14:29,kurumi,อ๋อ
21/1/2025 14:29,Mina 🐧💙,สูตรดีๆแบบนี้ ลุยห้อง4ต่อ
21/1/2025 14:29,Festriz,เครๆ 
21/1/2025 14:29,saintmikael X,เห หกแสนเองหรอ
21/1/2025 14:29,Kanashi_Rose,อ่อ ครับ
21/1/2025 14:29,Porpasu Smakit,ลุงต่อให้
21/1/2025 14:29,Tar,ห้ะ
21/1/2025 14:29,Festriz,ห๊ะ
21/1/2025 14:29,Icefrost1,เอาหละ ของจริงมาละ
21/1/2025 14:29,NATO​ WORD​,เล่น KING ยังครับ
21/1/2025 14:29,Nuttawat Sripako,ไปๆๆๆๆ
21/1/2025 14:29,Neo DarkSaber,ลุงครับ แชทขอชาเล้นแบนอเวนห้องบน :face-blue-smiling: :face-blue-smiling:
21/1/2025 14:30,白 Shiro,เย่
21/1/2025 14:30,Copter,ต้องจัดละ
21/1/2025 14:30,Xignos Sama พีคุง,ddd ครับ
21/1/2025 14:30,[HSR] Yokai,ดีครับ
21/1/2025 14:30,AbsoluteZero,น่าสนๆ
21/1/2025 14:30,Noname tofill,งั้นห้อง4ไม่ต้องใส่ lc มั้ย 555
21/1/2025 14:30,Junejanai,ซื้อข้าวรอเลย 
21/1/2025 14:30,N.N0TE,จัดไป
21/1/2025 14:30,[HSR] Yokai,DDDDDDDD
21/1/2025 14:30,einsaway,เอาเลย
21/1/2025 14:30,เน้ด จากสมาคมคนรักน้องหวาน,ปกติบิ้นใส่ลูกแก้ว atk นี่
21/1/2025 14:30,タニットdhanit saengwichitr,ห้องล่างเล่น dot ได้นะครับ
21/1/2025 14:30,Xignos Sama พีคุง,ลุงห่างหายจากร้างมืดนานละ
21/1/2025 14:30,Porpasu Smakit,ห้อง4ไม่ต้องใส่อะไรเลยลุง
21/1/2025 14:30,Tusave โอกาเนะ,จริงๆลองของเองได้เลยนะ
21/1/2025 14:30,PrinceZ,สั่งข้าวรอเลย
21/1/2025 14:30,PrinceZ,ข้าวอร่อยแน่
21/1/2025 14:30,เน้ด จากสมาคมคนรักน้องหวาน,บิ้นไม่ใส่เลือดสักขิ้นก็ยืนไหวนา
21/1/2025 14:30,Pharan,ลุงครับห้องล่างเล่นดอสไหวมั้ยครับ
21/1/2025 14:30,Natee Kongthong,ร่างมืดเลยลุงรอดูความมันส์
21/1/2025 14:30,เน้ด จากสมาคมคนรักน้องหวาน,ว้าวววววว
21/1/2025 14:31,Porpasu Smakit,ร่างมืดเป็นช่วงๆ
21/1/2025 14:31,rappin,ลุง jade herta lingsha เลือก lc ได้ใบนึงเปิดไรดี
21/1/2025 14:31,kuro,จะรั่วกับโรบิ้น
21/1/2025 14:31,เน้ด จากสมาคมคนรักน้องหวาน,คถร่างมืดใจจะขาด
21/1/2025 14:31,Xignos Sama พีคุง,ร่างมืดได้อย่าหน้ามืดพอ :face-blue-smiling: :face-blue-smiling: :face-blue-smiling:
21/1/2025 14:31,เทพเมฆาอัคคี,ร่างมืดเลย อยากเห็นลุงกรี๊ดร้อง
21/1/2025 14:31,Dodorothy,มันเข้าได้มากสุด 10 ค่ะ แต่ถ้าเข้ารัวๆมันจะลดจำนวนน้อยลง ถ้าเว้นมันจะได้ 10
21/1/2025 14:31,เน้ด จากสมาคมคนรักน้องหวาน,ร่างมืดดดดดดด
21/1/2025 14:31,Janeiro,:face-red-heart-shape: :face-red-heart-shape: :face-red-heart-shape:
21/1/2025 14:31,Natsushi629 Ch.,คุณบอสไร ผมโดคับ555
21/1/2025 14:31,Porpasu Smakit,ร่างมืดโอมากาเสะ ได้น้อย
21/1/2025 14:31,Mina 🐧💙,เย้ดีใจได้ดูร่างมืดดด
21/1/2025 14:31,Junejanai,ไอดีเดียวก็อร่อย
21/1/2025 14:31,bqexe,อย่าลืมlc
21/1/2025 14:31,Natsushi629 Ch.,คุณบอสนั่งงง
21/1/2025 14:31,NTK Nartaku,ร่างมืดลุงเลย รอบนี้มันมีทีมที่เหมาะน้อยกว่ารอบอื่น
21/1/2025 14:31,Ouga Okkotsu,มีคนเดียวค่ะ
21/1/2025 14:31,Tar,อย่าลืมใส่ Lc
21/1/2025 14:31,DL Jinniez,คิดถึงจัง ร่างมืดดด กลับมาแล้วววว
21/1/2025 14:32,kurumi,ขอไอดีตึงๆ
21/1/2025 14:32,Ouga Okkotsu,:_HHAngry:
21/1/2025 14:32,saintmikael X,จุ๊ๆ
21/1/2025 14:32,Porpasu Smakit,ร่างมืดร้านลับ รับจำนวนเท่านั้น
21/1/2025 14:32,Xignos Sama พีคุง,หะอะไรแตก
21/1/2025 14:32,NATO​ WORD​,เเอดตื่นเช้าเเน่ การบ้านเยอะจริง
21/1/2025 14:32,Porpasu Smakit,ร้านนี้อยู่ซอยไหนครับ 
21/1/2025 14:32,Tusave โอกาเนะ,อยากให้ลุงได้ CE จะได้เหนื่อยน้อยลงหน่อย
21/1/2025 14:33,BB BOY,ว่าแต่ลุงดูคลิปแอสต้าไปยังครับหรือจะเก็บไว้ดูพรุ่งนี้
21/1/2025 14:33,MinG,จะช้าหรือเร็วรอลุงได้เสมอครับ อิ_อิ
21/1/2025 14:33,Xignos Sama พีคุง,สมัย 1.0 hsr รอคลิปหลังตัวเข้าไม่รีบงับ อิอิ
21/1/2025 14:33,Tar,ซอยไม่หยุด(ชื่อซอย)
21/1/2025 14:33,Venzellist,ไม่ต้องห่วง
21/1/2025 14:33,HookHuukGaming,📌ลงคิว(สุ่ม)ร่างมืด : https://hhgaming.app/honkai-star-rail...
21/1/2025 14:33,Venzellist,นั่งดูซะพี่
21/1/2025 14:33,Ouga Okkotsu,5.55556E+12
21/1/2025 14:33,Venzellist,อ่อ
21/1/2025 14:33,Porpasu Smakit,ลุงใจเย็นครับ รู้ว่ามันเป็นความเคยชิน
21/1/2025 14:33,Neo DarkSaber,ลุงครับลองชาเล้นตามแชทแบนอเวนห้องบนมั้ย:_HHlol:
21/1/2025 14:33,Venzellist,เดี๋ยวให้พี่ดูก่อนจะดีสุด
21/1/2025 14:33,saintmikael X,ชิส์
21/1/2025 14:34,Copter,กาวต่อแบบทันที
21/1/2025 14:34,Venzellist,ดูแล้วววววววววววววววววววววววววววววววววววววววว
21/1/2025 14:34,Porpasu Smakit,ไปใส่การ์ดก่อน
21/1/2025 14:34,_MikuKK_,คริ 58???
21/1/2025 14:34,Tar,ไปอยู่นั่นได้ไง
21/1/2025 14:34,Xignos Sama พีคุง,ไม่ชินทรงผมนี้ลุงเลย :cat-orange-whistling: :cat-orange-whistling:
21/1/2025 14:34,HiHine,ลุงรู้จัก WISE เสือผู้หญิงรึเปล่า 555
21/1/2025 14:34,โอโจ้จัง 🌈☀️,ท่าน Herta จำเป็นต้องมีปจต.มั้ยครับ
21/1/2025 14:34,Can_ouM,พรุ่งนี้ ไลฟ์ Astra Yao ZZZ มั้ยครับ
21/1/2025 14:35,kurumi,นรกจริงห้องบน
21/1/2025 14:35,Barry DeadAngel,บัฟ ทีมอวย ณ ตอนนี้ ;)
21/1/2025 14:35,Tar,หมีจะเปิดตัวอนุรักษ์ใหม่ละ:face-blue-smiling:
21/1/2025 14:35,Porpasu Smakit,ลำแสงทำลายล้างงง
21/1/2025 14:35,NATO​ WORD​,ตู้มมมมมมที่ ครึ่งล้าน
21/1/2025 14:35,Reginlief,ดาเมจสะใจมากก
21/1/2025 14:35,MisterGe,5555
21/1/2025 14:35,Hdhrh Evvs,Ap
21/1/2025 14:35,Hdhrh Evvs,As
21/1/2025 14:35,Takt,As
21/1/2025 14:35,x4869x,Welcome to ฮูกน้อย!
21/1/2025 14:36,BombJR,ผลัดกันขึ้นผลัดกันลงละตอนนี้
21/1/2025 14:36,Neo DarkSaber,อวยตามหน้าตู้ไง 5555
21/1/2025 14:36,Porpasu Smakit,พลังปัญญานำพาทุกสิ่ง
21/1/2025 14:36,zerulant,moc ปัจจุบันก็พอๆกันเลย
21/1/2025 14:36,Verr _venuss,ทีมthe herta ใช้sunday หรือ rmc ดีครับ
21/1/2025 14:36,Prozitive,อย่าว่าแต่ AP MOC ก็อวย
21/1/2025 14:36,lIDUPPYIl,อวยจัด
21/1/2025 14:36,NoCoupleForMe,ปัญญากำลังจะครองเกมมม
21/1/2025 14:36,Tusave โอกาเนะ,ใครเข้าตู้คนนั้นเก่ง ก้ถูกแล้วนิ
21/1/2025 14:36,BB BOY,นอยทีม DOT โดนฝังดินไปละ
21/1/2025 14:36,Barry DeadAngel,ดาเมจ สะใจ สไตล พารท ปัญญา
21/1/2025 14:36,YuukiKun [เฟริสท์],Apocalyptic Pure Shadow Fiction
21/1/2025 14:36,เทพเมฆาอัคคี,ตีบอส แต่บอสเรียกลูกน้อง pfดีๆนี่เอง
21/1/2025 14:36,Neo DarkSaber,แพทนี้เฮอต้ามา ต้องทำคอนเท้นอวยเฮอต้า
21/1/2025 14:36,gajoon,55555
21/1/2025 14:36,NTK Nartaku,รอวัน pure fiction มอนเดี่ยวเลย 5555
21/1/2025 14:36,kurumi,555555
21/1/2025 14:36,_Tsuzaki,ดีคับ เล่นให้หลากหลาย (พูดพร้อมกำหมัด)
21/1/2025 14:36,Nánįkø Chan,ลั่นนน555555
21/1/2025 14:36,Tar,อ้าว
21/1/2025 14:36,Porpasu Smakit,ท่านเฮอต้าลงมง
21/1/2025 14:36,AbsoluteZero,มือพี่ลั่นไปเองงงง
21/1/2025 14:36,kanazero toon,สติลุง สติ 55555
21/1/2025 14:36,Yai,ภาพเคิส
21/1/2025 14:37,kurumi,ลั่นเก่งไปหน่อย
21/1/2025 14:37,BombJR,ตั้งถุงกาววางสติก่อน
21/1/2025 14:37,Porpasu Smakit,ลุงต่อให้
21/1/2025 14:37,Mina 🐧💙,555
21/1/2025 14:37,Bl4ckLotus,super glue
21/1/2025 14:37,AbsoluteZero,สติที่หายไป.....
21/1/2025 14:37,Porpasu Smakit,หน้ามืดก่อนจะร่างมืด
